SYMBOL	logFC	logCPM	PValue	FDR	test	gene_chr	HGNC.ID	Approved.Symbol	Approved.Name	Status	Previous.Symbols	Synonyms	Chromosome	Accession.Numbers	Entrez.Gene.ID	RefSeq.IDs	Duplicated	hgnc.chr
CYB5B	-0.199138216499741	5.18566438318557	0.649474701742705	0.851177118017798	0	16	HGNC:24374	CYB5B	cytochrome b5 type B	Approved		CYB5-M	16q22.1		80777	NM_030579	FALSE	16
CYB5D1	0.300127253933457	2.98601716173395	0.707384571422	0.886721049619344	0	17	HGNC:26516	CYB5D1	cytochrome b5 domain containing 1	Approved		FLJ32499	17p13.1	AK057061	124637	NM_144607	FALSE	17
CYB5D2	0.862703258562394	4.50233370839659	0.122809026125629	0.348840404546155	0	17	HGNC:28471	CYB5D2	cytochrome b5 domain containing 2	Approved		MGC32124	17p13.2	AK172844	124936	NM_144611	FALSE	17
CYB5R1	-0.0313574097666393	5.41812827466551	0.956682072230252	1	0	1	HGNC:13397	CYB5R1	cytochrome b5 reductase 1	Approved	NQO3A2	humb5R2	1q32.1	AF169481	51706	NM_016243	FALSE	1
CYB5R2	-2.71376794940349	3.15241035980767	4.17955021120373e-05	0.00151422497189003	-1	11	HGNC:24376	CYB5R2	cytochrome b5 reductase 2	Approved			11p15.4	AF169802	51700	NM_016229	FALSE	11
CYB5R3	-0.528831691254227	6.53528313244462	0.264398138661142	0.535216738025017	0	22	HGNC:2873	CYB5R3	cytochrome b5 reductase 3	Approved	DIA1		22q13.2	M16461	1727		FALSE	22
CYB5R4	0.371612855121708	2.87699359267187	0.559874677768023	0.792228168793007	0	6	HGNC:20147	CYB5R4	cytochrome b5 reductase 4	Approved	NCB5OR	b5+b5R, dJ676J13.1	6q14.2	AF169803	51167	NM_016230	FALSE	6
CYB5RL	0.158544326537197	3.72630623363104	0.781590789116075	0.928391943032879	0	1	HGNC:32220	CYB5RL	cytochrome b5 reductase like	Approved		LOC606495	1p32.3		606495	NM_001031672	FALSE	1
CYBA	-1.08944800278448	4.17449505883372	0.0433835593732549	0.185417605049805	0	16	HGNC:2577	CYBA	cytochrome b-245 alpha chain	Approved		p22-PHOX	16q24.2		1535	NM_000101	FALSE	16
CYBB	-1.19203081921076	3.61173410539102	0.0538410652441598	0.211077523121682	0	X	HGNC:2578	CYBB	cytochrome b-245 beta chain	Approved	CGD	GP91-PHOX, NOX2	Xp21.1-p11.4	X04011	1536		FALSE	X
CYBC1	0.256357985347734	6.28274071558578	0.605113725798706	0.821633191066397	0	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYBRD1	-1.8828988407585	6.34721642491299	0.00928054235583554	0.0693096000245436	0	2	HGNC:20797	CYBRD1	cytochrome b reductase 1	Approved		DCYTB, FLJ23462, FRRS3, CYB561A2	2q31.1	AK027115	79901	NM_024843	FALSE	2
CYC1	0.919526010869433	6.24524536638865	0.0792101719127773	0.268295401704565	0	8	HGNC:2579	CYC1	cytochrome c1	Approved		UQCR4	8q24.3	BC001006	1537	NM_001916	FALSE	8
CYCS	0.982230899898974	6.27219359029769	0.0624546174149034	0.232175936683073	0	7	HGNC:19986	CYCS	cytochrome c, somatic	Approved		HCS, CYC	7p15.3	M22877	54205		FALSE	7
CYFIP1	0.244357777843742	6.44550028810279	0.585089125596886	0.809150073166144	0	15	HGNC:13759	CYFIP1	cytoplasmic FMR1 interacting protein 1	Approved		KIAA0068, P140SRA-1, SHYC	15q11.2	D38549	23191	NM_014608	FALSE	15
CYFIP2	0.382640863156563	4.90764468566232	0.365846598689856	0.638782714065708	0	5	HGNC:13760	CYFIP2	cytoplasmic FMR1 interacting protein 2	Approved		PIR121	5q33.3	AF160973	26999	NM_001037332	FALSE	5
CYGB	-1.67058391447904	3.70095870257142	0.00615503569386558	0.0531037722586218	0	17	HGNC:16505	CYGB	cytoglobin	Approved		HGB, STAP	17q25.1	AJ315162	114757	NM_134268	FALSE	17
CYHR1	1.08529410956098	6.59128139490042	0.0406178541852921	0.178512346219275	0	8	HGNC:17806	CYHR1	cysteine and histidine rich 1	Approved		CHRP, KIAA0496, MGC13010	8q24.3	AB007965	50626	NM_032687	FALSE	8
CYLD	-0.814470763141534	4.78169696373856	0.134737794560239	0.368538467089727	0	16	HGNC:2584	CYLD	CYLD lysine 63 deubiquitinase	Approved	CYLD1	KIAA0849, USPL2	16q12.1	AB020656	1540		FALSE	16
CYLD-AS1	-2.20548890780748	0.441154417803616	0.133235086139878	0.366544073496507	0	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYP11A1	-3.09657041942509	0.672056670575042	0.00712473507726624	0.0586593414729108	0	15	HGNC:2590	CYP11A1	cytochrome P450 family 11 subfamily A member 1	Approved	CYP11A	P450SCC	15q24.1	AK056794	1583		FALSE	15
CYP1B1	-0.115117563640439	4.1369245457541	0.926134159000348	0.996210518082728	0	2	HGNC:2597	CYP1B1	cytochrome P450 family 1 subfamily B member 1	Approved	GLC3A	CP1B	2p22.2	U56438	1545	NM_000104	FALSE	2
CYP1B1-AS1	-0.13909558699101	1.34749412541896	1	1	0	2	HGNC:28543	CYP1B1-AS1	CYP1B1 antisense RNA 1	Approved	C2orf58	MGC34824	2p22.2	BC031410	285154		FALSE	2
CYP20A1	0.648288209496543	4.44543804033059	0.22876437097552	0.495385599974169	0	2	HGNC:20576	CYP20A1	cytochrome P450 family 20 subfamily A member 1	Approved		CYP-M	2q33.2	AK021770	57404	NM_020674	FALSE	2
CYP21A1P	0.315420100352948	1.32763331895801	0.888766397839572	0.978126505684208	0	6	HGNC:2599	CYP21A1P	cytochrome P450 family 21 subfamily A member 1, pseudogene	Approved	CYP21P, CYP21A	P450c21A	6p21.33	M13935	1590		FALSE	6
CYP21A2	0.749755796187843	2.77520333734565	0.433550290711091	0.699758563512362	0	6	HGNC:2600	CYP21A2	cytochrome P450 family 21 subfamily A member 2	Approved	CYP21, CYP21B	P450c21B, CA21H, CPS1, CAH1	6p21.33	X58906	1589	NM_000500	FALSE	6
CYP26B1	-0.917148680936143	1.21889406929765	0.327308038816088	0.601378423155355	0	2	HGNC:20581	CYP26B1	cytochrome P450 family 26 subfamily B member 1	Approved		P450RAI-2	2p13.2		56603	NM_019885	FALSE	2
CYP27A1	-3.02846465297245	3.86428532076342	3.94474675007446e-05	0.00145253803643846	-1	2	HGNC:2605	CYP27A1	cytochrome P450 family 27 subfamily A member 1	Approved	CYP27	CTX, CP27	2q35	BC017044	1593		FALSE	2
CYP27B1	1.56896756331504	1.26816028075736	0.171357901005671	0.423188913113168	0	12	HGNC:2606	CYP27B1	cytochrome P450 family 27 subfamily B member 1	Approved	VDD1, PDDR	CYP1, P450c1	12q14.1	AB006987	1594	NM_000785	FALSE	12
CYP27C1	-5.12930968256729	0.402729820498635	0.0204719275760788	0.115301072234868	0	2	HGNC:33480	CYP27C1	cytochrome P450 family 27 subfamily C member 1	Approved		FLJ16008	2q14.3	AC027142	339761	NM_001001665	FALSE	2
CYP2B7P	-2.05259549785254	0.743297357539325	0.271846680954044	0.544116422549858	0	19	HGNC:2616	CYP2B7P	cytochrome P450 family 2 subfamily B member 7, pseudogene	Approved	CYP2B7P1	CYP2B	19q13.2	BC041174	1556		FALSE	19
CYP2C8	-4.47551473473835	0.157345016161899	0.0932251451137558	0.295534408381763	0	10	HGNC:2622	CYP2C8	cytochrome P450 family 2 subfamily C member 8	Approved		CPC8	10q23.33	M17397	1558	NM_000770	FALSE	10
CYP2D6	0.424707713702187	3.33813567285569	0.506203860615861	0.753655259984223	0	22	HGNC:2625	CYP2D6	cytochrome P450 family 2 subfamily D member 6	Approved	CYP2DL1, CYP2D7P2, CYP2D7BP, CYP2D8P2, CYP2D7AP	CPD6, P450-DB1, CYP2D, P450C2D	22q13.2	M20403	1565		FALSE	22
CYP2D7	0.0799142504563033	3.10976288333468	0.925535154395785	0.995995101579219	0	22	HGNC:2624	CYP2D7	cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)	Approved	CYP2D, CYP2D@, CYP2D7P1, CYP2D7P		22q13.2	M33387	1564		FALSE	22
CYP2E1	0.714487053267716	2.50617419891209	0.549701758751416	0.78573706978471	0	10	HGNC:2631	CYP2E1	cytochrome P450 family 2 subfamily E member 1	Approved	CYP2E		10q26.3	J02843	1571	NM_000773	FALSE	10
CYP2J2	1.06059184661648	3.02530861263652	0.248783918214532	0.519615268689348	0	1	HGNC:2634	CYP2J2	cytochrome P450 family 2 subfamily J member 2	Approved			1p32.1	BC032594	1573	NM_000775	FALSE	1
CYP2R1	0.368603543747451	3.88319351660006	0.5500359213471	0.786027523791737	0	11	HGNC:20580	CYP2R1	cytochrome P450 family 2 subfamily R member 1	Approved			11p15.2	AY323817	120227	NM_024514	FALSE	11
CYP2S1	-3.44894126258283	0.484423025278975	0.0195975909256045	0.11234454702529	0	19	HGNC:15654	CYP2S1	cytochrome P450 family 2 subfamily S member 1	Approved			19q13.2	AA301039	29785		FALSE	19
CYP2T1P	-2.55591143866408	1.24620441789212	0.0640754821987607	0.235996762679089	0	19	HGNC:18852	CYP2T1P	cytochrome P450 family 2 subfamily T member 1, pseudogene	Approved	CYP2T2P		19q13.2		171523		FALSE	19
CYP2U1	-1.19937321091234	4.26984119784834	0.0976380710872926	0.303324897860212	0	4	HGNC:20582	CYP2U1	cytochrome P450 family 2 subfamily U member 1	Approved		SPG49	4q25	BC012027	113612	NM_183075	FALSE	4
CYP2U1-AS1	-0.0213274100969169	1.23910948188118	1	1	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYP2W1	-1.82296972102813	0.387826508314284	0.151726539327788	0.395138569154781	0	7	HGNC:20243	CYP2W1	cytochrome P450 family 2 subfamily W member 1	Approved		FLJ20359, MGC34287	7p22.3	AK000366	54905	NM_017781	FALSE	7
CYP39A1	1.07804495187252	4.43224255746491	0.232222657807428	0.499629725950597	0	6	HGNC:17449	CYP39A1	cytochrome P450 family 39 subfamily A member 1	Approved			6p12.3	AF237982	51302		FALSE	6
CYP3A5	-2.12072944084951	3.87073102348323	0.000127162421697842	0.00346922206832021	-1	7	HGNC:2638	CYP3A5	cytochrome P450 family 3 subfamily A member 5	Approved		PCN3, P450PCN3, CP35	7q22.1	L26985	1577		FALSE	7
CYP46A1	0.507138515068878	2.34410570203717	0.527481785166213	0.769988794845967	0	14	HGNC:2641	CYP46A1	cytochrome P450 family 46 subfamily A member 1	Approved	CYP46		14q32.2	AF094480	10858		FALSE	14
CYP4B1	-4.93654802909414	3.15785138985274	2.16876435502204e-08	3.78592896601986e-06	-1	1	HGNC:2644	CYP4B1	cytochrome P450 family 4 subfamily B member 1	Approved			1p33	BC017758	1580	NM_000779	FALSE	1
CYP4F11	-1.62515516765445	1.50110472933054	0.248016470635774	0.518814355384206	0	19	HGNC:13265	CYP4F11	cytochrome P450 family 4 subfamily F member 11	Approved			19p13.12	AF236085	57834	NM_021187	FALSE	19
CYP4F12	-4.75132840159549	3.21215281847343	5.64199207973461e-11	3.50309342716212e-08	-1	19	HGNC:18857	CYP4F12	cytochrome P450 family 4 subfamily F member 12	Approved			19p13.12	AB035130	66002		FALSE	19
CYP4F22	-4.94145489275154	0.0419419659653579	0.0419778010750692	0.181339503188032	0	19	HGNC:26820	CYP4F22	cytochrome P450 family 4 subfamily F member 22	Approved		FLJ39501	19p13.12		126410	NM_173483	FALSE	19
CYP4F23P	-2.03152016297958	0.197364261415064	0.204062815878081	0.465441415119532	0	19	HGNC:39944	CYP4F23P	cytochrome P450 family 4 subfamily F member 23, pseudogene	Approved			19p13.12		100422238		FALSE	19
CYP4F24P	-2.12870121526865	1.68373250443544	0.0164774655165639	0.0997959112314998	0	19	HGNC:39945	CYP4F24P	cytochrome P450 family 4 subfamily F member 24, pseudogene	Approved			19p13.12		388514	NR_033864	FALSE	19
CYP4F25P	-1.74629780975468	1.62175537479567	0.257470929252768	0.528622753948157	0	9	HGNC:39949	CYP4F25P	cytochrome P450 family 4 subfamily F member 25, pseudogene	Approved		CYP4F-se1[6:8]	9q13		100288827		FALSE	9
CYP4F26P	1.11857995424894	1.79802000996592	0.182517728773505	0.438246996172253	0	9	HGNC:39948	CYP4F26P	cytochrome P450 family 4 subfamily F member 26, pseudogene	Approved		CYP4F-se2[6]	9p13.3		NA		FALSE	9
CYP4F27P	1.74936272848556	2.31189508260632	0.365351105256554	0.638323959278181	0	2	HGNC:39946	CYP4F27P	cytochrome P450 family 4 subfamily F member 27, pseudogene	Approved		CYP4F-se3[6:7:8]	2q21.1		NA		FALSE	2
CYP4F29P	-5.31757800316506	2.27705223995253	0.000815511315443349	0.0130293671214489	-1	21	HGNC:2647	CYP4F29P	cytochrome P450 family 4 subfamily F member 29, pseudogene	Approved	C21orf15, CYP4F3LP	CYP4F-se4[6:7:8]	21q11.2		54055	NG_000927	FALSE	21
CYP4F3	-3.84399065432376	0.515745983661976	0.0123135425826009	0.083040317506484	0	19	HGNC:2646	CYP4F3	cytochrome P450 family 4 subfamily F member 3	Approved	LTB4H	CYP4F	19p13.12	AB002454	4051	NM_000896	FALSE	19
CYP4F30P	1.51242199230072	4.52225568856814	0.299535044220563	0.574135406241799	0	2	HGNC:25270	CYP4F30P	cytochrome P450 family 4 subfamily F member 30, pseudogene	Approved	C2orf14	DKFZp434F1719, 4F-se9[6:7:8]	2q21.1	AK093281	100132708	NR_023391	FALSE	2
CYP4F32P	0.29179441458852	1.00905163392206	0.908269260259038	0.987337528466366	0	2	HGNC:39951	CYP4F32P	cytochrome P450 family 4 subfamily F member 32, pseudogene	Approved		CYP4F-se5[6:8]	2q11.1		NA		FALSE	2
CYP4F35P	-2.8897339115298	0.725897636330478	0.211979307284274	0.475642335602294	0	18	HGNC:39954	CYP4F35P	cytochrome P450 family 4 subfamily F member 35, pseudogene	Approved		CYP4F-se8[6:7:8]	18p11.21		284233	NR_026756	FALSE	18
CYP4F62P	2.09009903504028	6.11887502788169	0.213146763994955	0.476760327017783	0	2	HGNC:39956	CYP4F62P	cytochrome P450 family 4 subfamily F member 62, pseudogene	Approved	CYP4F43P	CYP4F-se11[6:7:8]	2q21.1		646802		FALSE	2
CYP4F8	-1.19886630420197	2.15941426235462	0.547544666078547	0.784497346535805	0	19	HGNC:2648	CYP4F8	cytochrome P450 family 4 subfamily F member 8	Approved			19p13.12	AF133298	11283	NM_007253	FALSE	19
CYP4V2	-0.611085175978125	4.7169881392188	0.206559240709896	0.468367420755873	0	4	HGNC:23198	CYP4V2	cytochrome P450 family 4 subfamily V member 2	Approved		CYP4AH1	4q35.1-q35.2	AK022114	285440	NM_207352	FALSE	4
CYP4X1	-1.27845921948542	2.71892346372575	0.14728463600205	0.387493739896684	0	1	HGNC:20244	CYP4X1	cytochrome P450 family 4 subfamily X member 1	Approved		MGC40051	1p33	AK091806	260293	NM_178033	FALSE	1
CYP4Z2P	-0.95832485869168	0.289577721845165	0.688694911988078	0.87482473264602	0	1	HGNC:24426	CYP4Z2P	cytochrome P450 family 4 subfamily Z member 2, pseudogene	Approved		FLJ40054	1p33	AY262057	163720	NR_002788	FALSE	1
CYP51A1	-0.765916322601549	1.59964342403244	0.568886861946129	0.798641574629814	0	7	HGNC:2649	CYP51A1	cytochrome P450 family 51 subfamily A member 1	Approved	CYP51	CP51, CYPL1, P450L1, LDM, P450-14DM	7q21.2	U51685	1595		FALSE	7
CYP7B1	0.37338985748639	2.44012491105053	0.685692367272248	0.872874711006035	0	8	HGNC:2652	CYP7B1	cytochrome P450 family 7 subfamily B member 1	Approved	SPG5A		8q12.3	AF029403	9420		FALSE	8
CYREN	-0.169916767368774	4.35358492092184	0.732569012565116	0.901554072875912	0	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYRIA	-0.80106340678826	3.24361775169665	0.207931654798987	0.470526029244678	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYRIB	0.32971301592376	4.04273316442134	0.530871302283499	0.77268243277334	0	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYS1	-2.46289798521281	2.62443777539947	0.00233470536972249	0.0270632462745384	-1	2	HGNC:18525	CYS1	cystin 1	Approved			2p25.1	AF544983, AA446394	192668		FALSE	2
CYSLTR1	0.194455317196938	0.790412984594935	1	1	0	X	HGNC:17451	CYSLTR1	cysteinyl leukotriene receptor 1	Approved		CysLT1, CysLT(1), CYSLT1R	Xq21.1	AF119711	10800		FALSE	X
CYSLTR2	-1.11895729100608	0.878738368322438	0.321530854508704	0.595006864750178	0	13	HGNC:18274	CYSLTR2	cysteinyl leukotriene receptor 2	Approved		CysLT(2), CYSLT2R	13q14.2	AB038269	57105		FALSE	13
CYSRT1	2.21512983792573	2.74234839706004	0.00446981883989193	0.0418966986106684	1	9	HGNC:30529	CYSRT1	cysteine rich tail 1	Approved	C9orf169	MGC59937	9q34.3		375791	NM_199001	FALSE	9
CYSTM1	-0.0151648839482027	4.8632977695557	0.986313174907375	1	0	5	HGNC:30239	CYSTM1	cysteine rich transmembrane module containing 1	Approved	C5orf32	ORF1-FL49	5q31.3	AJ245877	84418	NM_032412	FALSE	5
CYTH1	-0.0383528351561662	6.07688588777367	0.939061244735745	1	0	17	HGNC:9501	CYTH1	cytohesin 1	Approved	PSCD1	B2-1, D17S811E, cytohesin-1	17q25.3	M85169	9267	NM_004762	FALSE	17
CYTH2	1.36619331492675	6.72542193046052	0.0133731856163341	0.0871106308965338	0	19	HGNC:9502	CYTH2	cytohesin 2	Approved	PSCD2L, PSCD2	CTS18.1, Sec7p-L, ARNO, Sec7p-like, cytohesin-2	19q13.33	X99753	9266	NM_004228	FALSE	19
CYTH3	0.422069010282561	4.94574211052141	0.511149455419006	0.75753233067567	0	7	HGNC:9504	CYTH3	cytohesin 3	Approved	PSCD3	GRP1, ARNO3, cytohesin-3	7p22.1	AJ223957	9265	NM_004227	FALSE	7
CYTH4	-0.678924611725913	3.1862329850924	0.236472379000893	0.505137855254053	0	22	HGNC:9505	CYTH4	cytohesin 4	Approved	PSCD4	CYT4, cytohesin-4	22q13.1	AF075458	27128		FALSE	22
CYTIP	-2.31228895575033	1.40157487924598	0.0192839446592178	0.111041479863728	0	2	HGNC:9506	CYTIP	cytohesin 1 interacting protein	Approved	PSCDBP	B3-1, HE, CYBR, CASP, CYTHIP	2q24.1	L06633	9595	NM_004288	FALSE	2
CYTL1	-2.92428654172999	1.15893984245419	0.00587854204501814	0.0515080428528451	0	4	HGNC:24435	CYTL1	cytokine like 1	Approved		C17, C4orf4	4p16.2	AF193766	54360	NM_018659	FALSE	4
CYTOR	-0.822932768389942	1.75741988962437	0.324939732440823	0.598186772551831	0	2	HGNC:28717	CYTOR	cytoskeleton regulator RNA	Approved	C2orf59, NCRNA00152, LINC00152	MGC4677	2p11.2	BC009508	112597	NR_024204	FALSE	2
CYYR1	-0.330219053821897	3.09823889039275	0.608908112694673	0.823822243666489	0	21	HGNC:16274	CYYR1	cysteine and tyrosine rich 1	Approved	C21orf95		21q21.3	AY061853	116159	NM_052954	FALSE	21
CZIB	0.0503757491883558	5.28153413025345	0.92201520295932	0.994596557901121	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D2HGDH	1.54902955624047	6.56434033542161	0.00112349330110253	0.0159791630171028	1	2	HGNC:28358	D2HGDH	D-2-hydroxyglutarate dehydrogenase	Approved		MGC25181, D2HGD, FLJ42195	2q37.3	AK091725	728294	NM_152783	FALSE	2
DAAM1	0.57226553856536	4.91671630467025	0.209509178302239	0.472775672999518	0	14	HGNC:18142	DAAM1	dishevelled associated activator of morphogenesis 1	Approved		KIAA0666	14q23.1	AB014566	23002	NM_014992	FALSE	14
DAAM2	-3.23503776204182	4.56883524709733	1.5269919872996e-08	2.82644388007043e-06	-1	6	HGNC:18143	DAAM2	dishevelled associated activator of morphogenesis 2	Approved		KIAA0381	6p21.2	AB002379	23500		FALSE	6
DAAM2-AS1	-2.81662976353517	2.0370563087996	0.00358102395058978	0.0359219594731586	-1	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DAB1	-3.47636321247053	2.09479072438247	0.000482952467946027	0.00919243354950968	-1	1	HGNC:2661	DAB1	DAB1, reelin adaptor protein	Approved			1p32.2	BC067445	1600	NM_021080	FALSE	1
DAB2	0.0155643293716878	4.4480784655931	0.98655308977972	1	0	5	HGNC:2662	DAB2	DAB2, clathrin adaptor protein	Approved		DOC-2	5p13.1	U53446	1601	NM_001343	FALSE	5
DAB2IP	-1.31885815439083	4.96074120794919	0.00286877325037091	0.0309683040444716	-1	9	HGNC:17294	DAB2IP	DAB2 interacting protein	Approved		AF9Q34, DIP1/2, KIAA1743, AIP1	9q33.2	AF367051	153090	NM_032552	FALSE	9
DACH1	-1.63639927581107	2.81846280469545	0.12756181707799	0.356870244009546	0	13	HGNC:2663	DACH1	dachshund family transcription factor 1	Approved	DACH		13q21.33	AJ005670	1602	NM_004392	FALSE	13
DACT1	-1.73793425111602	3.08731237045542	0.021179794123925	0.118399060228312	0	14	HGNC:17748	DACT1	dishevelled binding antagonist of beta catenin 1	Approved		DAPPER1, THYEX3, HDPR1, DAPPER, FRODO	14q23.1	AF251079	51339	NM_016651	FALSE	14
DACT2	1.49773444269853	3.20694741173617	0.133112391785037	0.366343515633517	0	6	HGNC:21231	DACT2	dishevelled binding antagonist of beta catenin 2	Approved	C6orf116	bA503C24.7, DAPPER2	6q27	AF318336	168002		FALSE	6
DACT3	-3.07971822484071	3.96102661929914	6.46662697667684e-06	0.000364975098733759	-1	19	HGNC:30745	DACT3	dishevelled binding antagonist of beta catenin 3	Approved	RRR1	MGC15476, DAPPER3	19q13.32		147906	NM_145056	FALSE	19
DACT3-AS1	0.75191560315392	3.55818810441019	0.141825517735429	0.379689944864425	0	19	HGNC:44120	DACT3-AS1	DACT3 antisense RNA 1	Approved			19q13.32	BC043434	100506068	NR_040041	FALSE	19
DAD1	0.731304770329245	6.05918826821825	0.12670087462214	0.355409868896441	0	14	HGNC:2664	DAD1	defender against cell death 1	Approved		OST2	14q11.2	AK223129	1603	NM_001344	FALSE	14
DAG1	-0.0903123782528073	6.01067287485914	0.847355332674628	0.958745766000965	0	3	HGNC:2666	DAG1	dystroglycan 1	Approved		A3a, 156DAG, AGRNR, DAG	3p21.31	L19711	1605		FALSE	3
DAGLA	-1.03876003321893	2.71210723138347	0.133837491938739	0.366967851355099	0	11	HGNC:1165	DAGLA	diacylglycerol lipase alpha	Approved	C11orf11	KIAA0659, NSDDR, DAGLALPHA	11q12.2	AB014559	747	NM_006133	FALSE	11
DAGLB	0.236939947504538	3.71698958715657	0.660899746656932	0.857810141430499	0	7	HGNC:28923	DAGLB	diacylglycerol lipase beta	Approved		KCCR13L, DAGLBETA	7p22.1	AF450090	221955	NM_139179	FALSE	7
DALRD3	0.955027859063631	6.95547494619138	0.0624927571714037	0.232200698643891	0	3	HGNC:25536	DALRD3	DALR anticodon binding domain containing 3	Approved		FLJ10496	3p21.31	BC014099	55152	NM_018114	FALSE	3
DANCR	2.44599649891165	5.99622010287031	5.27168472450754e-07	4.96973587170067e-05	1	4	HGNC:28964	DANCR	differentiation antagonizing non-protein coding RNA	Approved	KIAA0114, SNHG13	ANCR, AGU2, lncRNA-ANCR	4q12	BC015222	57291	NR_024031	FALSE	4
DAP	0.0360291469783966	6.54429296070163	0.93670601355627	1	0	5	HGNC:2672	DAP	death associated protein	Approved			5p15.2	X76105	1611	NM_004394	FALSE	5
DAP-DT	-0.285423680607825	1.62290824039234	0.820429966722678	0.946480137160977	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DAP3	0.53619612156648	6.25509255983862	0.178675383529936	0.43300524304711	0	1	HGNC:30368	DLGAP3	DLG associated protein 3	Approved		SAPAP3, DAP3	1p34.3	AF131778	58512	NM_021234	TRUE	1
DAP3	0.53619612156648	6.25509255983862	0.178675383529936	0.43300524304711	0	1	HGNC:2673	DAP3	death associated protein 3	Approved		MRPS29, DAP-3, MRP-S29, bMRP-10, MGC126058, MGC126059, DKFZp686G12159	1q22	X83544	7818	NM_004632	TRUE	1
DAPK1	-0.503773460679134	5.48197592018177	0.484825896228667	0.737498951380703	0	9	HGNC:2674	DAPK1	death associated protein kinase 1	Approved		DAPK, ROCO3	9q21.33	X76104	1612	NM_004938	FALSE	9
DAPK2	0.666032637022566	3.43563637136949	0.49463880587111	0.745414071666614	0	15	HGNC:2675	DAPK2	death associated protein kinase 2	Approved		DRP-1, MGC119312	15q22.31	AB018001	23604	NM_014326	FALSE	15
DAPK3	-0.0190541904197007	5.48349035730253	0.977408013468626	1	0	19	HGNC:2676	DAPK3	death associated protein kinase 3	Approved		ZIP, ZIPK	19p13.3	AB007144	1613	NM_001348	FALSE	19
DAPL1	1.60390644997741	2.55379547570181	0.28261541125589	0.556150065035361	0	2	HGNC:21490	DAPL1	death associated protein like 1	Approved			2q24.1		92196	NM_001017920	FALSE	2
DAPP1	-3.05427489649336	1.44314619750637	0.00301237618598868	0.0319063797675954	-1	4	HGNC:16500	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1	Approved		BAM32	4q23	AF186022	27071		FALSE	4
DARS1	-0.0493044883637786	5.40314857809967	0.93110086390645	0.99841528772942	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DARS1-AS1	-0.519174646895329	2.87747963374807	0.420613292853907	0.688106192484833	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DARS2	0.594734748841468	3.74642133692924	0.382504625542983	0.654818243727606	0	1	HGNC:25538	DARS2	aspartyl-tRNA synthetase 2, mitochondrial	Approved		FLJ10514	1q25.1	AK022754	55157	NM_018122	FALSE	1
DAXX	-0.103303411778533	5.2887233624728	0.806149078617471	0.938808090494644	0	6	HGNC:2681	DAXX	death domain associated protein	Approved		DAP6	6p21.32	AF006041	1616		FALSE	6
DAZ1	7.5487405340119	1.43549581022109	0.00012977038771899	0.00351375278386186	1	Y	HGNC:2682	DAZ1	deleted in azoospermia 1	Approved	DAZ	SPGY	Yq11.223		1617	NM_004081	FALSE	Y
DAZ2	7.4328481695865	1.38246422557205	0.000772085518122774	0.0125300477855967	1	Y	HGNC:15964	DAZ2	deleted in azoospermia 2	Approved		pDP1678, MGC126442	Yq11.223	AF248480	57055	NM_020363	FALSE	Y
DAZ3	7.43278364929007	1.33139151194321	0.000702476143539356	0.0118799384816897	1	Y	HGNC:15965	DAZ3	deleted in azoospermia 3	Approved			Yq11.23	AF248481	57054	NM_020364	FALSE	Y
DAZ4	7.43277608449528	1.35712545722207	0.000694776847653999	0.0118025513975578	1	Y	HGNC:15966	DAZ4	deleted in azoospermia 4	Approved			Yq11.23	AF248482	57135	NM_001005375	FALSE	Y
DAZAP1	0.920293805172594	6.63462271300807	0.0254994933681046	0.133939287510528	0	19	HGNC:2683	DAZAP1	DAZ associated protein 1	Approved		MGC19907	19p13.3		26528	NM_170711	FALSE	19
DAZAP2	-0.704856448216549	7.19753628330652	0.0923665607868325	0.293583811743637	0	12	HGNC:2684	DAZAP2	DAZ associated protein 2	Approved		KIAA0058	12q13.13	D31767	9802	NM_014764	FALSE	12
DBF4	1.15887416399117	2.99888908053763	0.156688286193366	0.402586940810181	0	7	HGNC:17364	DBF4	DBF4 zinc finger	Approved		ASK, chif, ZDBF1, DBF4A	7q21.12	AF160876	10926	NM_006716	FALSE	7
DBF4B	-1.08075743306674	3.4217824103777	0.0774158414293781	0.264323305174202	0	17	HGNC:17883	DBF4B	DBF4 zinc finger B	Approved		FLJ13087, DRF1, ASKL1, chifb, ZDBF1B	17q21.31	AF465820	80174	NM_025104	FALSE	17
